형태소,품사,분류,카운트
냈음,Verb,10,1
냉무,Noun,10,1
냉소,Noun,10,1
냉정하,Adjective,10,1
냉철한,Adjective,10,1
냐,Josa,1,2
냐,Josa,5,1
냐,Josa,7,1
냐,Josa,9,3
냐,Josa,10,4
냔,Noun,2,1
냥,Josa,4,1
냥,Josa,6,1
냥,Josa,7,1
냥,Josa,9,1
냥,Josa,10,2
너,Modifier,10,1
너,Noun,8,1
너,Noun,10,1
너무,Adverb,1,5
너무,Adverb,2,1
너무,Adverb,3,1
너무,Adverb,4,2
너무,Adverb,5,4
너무,Adverb,6,3
너무,Adverb,7,3
너무,Adverb,8,8
너무,Adverb,9,10
너무,Adverb,10,27
너무나,Adverb,10,1
너무하네,Adjective,8,1
너무하자,Adjective,8,1
너무한,Adjective,1,1
너희,Noun,10,1
넌,Noun,1,1
널,Noun,1,1
널,Noun,8,1
넓어서,Adjective,5,1
넘,Verb,2,1
넘,Verb,6,1
넘,Verb,8,2
넘,Verb,9,1
넘,Verb,10,9
넘게,Verb,10,2
넘겼지,Verb,8,1
넘고,Verb,8,1
넘나,Verb,10,1
넘는,Verb,10,3
넘는지,Verb,10,1
넘버,Noun,10,1
넘버원,Noun,10,4
넘사벽,Noun,10,3
넘어,Verb,10,2
넘어가는,Verb,10,1
넘어가서,Verb,6,1
넘어서는,Verb,10,3
넘어선,Verb,7,1
넘어설,Verb,10,1
넘었다,Verb,6,1
넘을,Verb,10,1
넘쳐서,Adjective,10,1
넘쳤다,Adjective,9,1
넘쳤음,Adjective,10,1
넘치게,Adjective,10,1
넘치고,Verb,8,1
넘치고,Verb,9,1
넘치고,Verb,10,6
넘치네,Adjective,9,1
넘치는,Adjective,6,1
넘치는,Adjective,7,1
넘치는,Adjective,8,2
넘치는,Adjective,9,3
넘치는,Adjective,10,5
넘친당,Adjective,10,1
넘친듯,Adjective,8,1
넘침,Noun,2,1
넘침,Noun,9,1
넘침,Noun,10,1
넘칩니다,Adjective,10,1
넣는거냐,Verb,1,1
넣었니,Verb,9,1
넣은거야,Verb,6,1
네,Determiner,6,1
네,Determiner,10,1
네,Josa,1,1
네,Josa,2,1
네,Josa,3,1
네,Josa,5,1
네,Josa,6,4
네,Josa,7,1
네,Josa,8,1
네,Josa,9,3
네,Josa,10,8
네,Noun,9,1
네,Suffix,1,1
네,Suffix,2,1
네,Suffix,6,1
네,Suffix,9,1
네,Suffix,10,4
네메시스,Noun,10,1
네어버,Noun,10,1
네이버,Noun,1,3
네이버,Noun,10,3
넷,Noun,10,2
넷플릭스,Noun,10,1
녀,Noun,6,1
년,Noun,7,1
년,Noun,8,2
년,Noun,9,2
년,Noun,10,12
년도,Noun,8,1
년때메,Noun,9,1
년전,Noun,1,1
년전,Noun,8,1
노,Noun,7,1
노,Noun,8,2
노는거,Verb,8,1
노답,Noun,10,1
노람,Adjective,8,1
노랗다,Adjective,7,1
노래,Noun,9,1
노래,Noun,10,1
노리,Noun,10,1
노인,Noun,5,1
노잼,Noun,1,2
논,Noun,7,1
논,Noun,10,5
논스톱,Noun,10,1
놀라,Verb,10,1
놀라게,Verb,7,1
놀라게,Verb,9,1
놀라고,Verb,9,1
놀라는,Verb,10,3
놀라는걸,Verb,9,1
놀라는게,Verb,10,1
놀라운,Adjective,8,2
놀라운,Adjective,10,1
놀랍다,Verb,9,1
놀랍습니다,Verb,10,1
놀래,Adjective,6,1
놀래는,Adjective,10,1
놀래라,Adjective,10,1
놀랬다,Adjective,9,1
놀림,Noun,10,1
놈,Noun,1,1
놈,Noun,5,1
놈,Noun,7,1
놈,Noun,8,1
놈,Noun,9,1
놈,Noun,10,7
농약,Noun,10,1
높게,Adjective,10,1
높길래,Adjective,8,1
높아져서,Verb,10,1
높야,Adjective,1,1
높여,Verb,8,1
높여,Verb,10,1
높은,Adjective,3,1
높은,Adjective,8,1
높은,Adjective,10,1
높은거지,Adjective,3,1
높을까요,Adjective,1,1
높이,Noun,8,1
높지,Adjective,5,1
놓을,Verb,10,1
놓치지,Verb,6,1
놓치지,Verb,10,1
놓치지마라,Verb,10,1
놓칠,Verb,10,2
놓칠수,Verb,8,1
놔,Verb,1,1
놔,Verb,9,2
놔서,Verb,10,1
놔요,Verb,9,1
뇌,Noun,8,1
뇬,Noun,8,1
누가,Noun,4,1
누가,Noun,9,1
누가,Noun,10,4
누군지,Adverb,9,1
누님,Noun,10,1
누르고,Verb,10,1
누워서,Verb,9,1
눈,Noun,1,1
눈,Noun,6,2
눈,Noun,7,1
눈,Noun,8,2
눈,Noun,9,4
눈,Noun,10,9
눈감아,Verb,8,1
눈데,Noun,10,1
눈뜨고도,Verb,10,1
눈물,Noun,10,1
눈배렸,Noun,2,1
눈요기,Noun,8,1
눈웃음,Noun,8,1
눌렀겠지,Verb,7,1
느긋한,Adjective,8,1
느껴,Verb,2,1
느껴,Verb,9,1
느껴,Verb,10,3
느껴야,Verb,10,1
느껴지고,Verb,2,1
느껴지네요,Verb,8,1
느껴진다,Verb,1,1
느껴진다,Verb,10,1
느껴짐,Verb,6,1
느꼈다,Verb,6,1
느끼게,Verb,10,1
느끼고,Verb,9,1
느끼기에,Verb,9,1
느끼는건데,Verb,9,1
느끼면서,Verb,9,1
느끼지,Verb,8,1
느낀,Verb,2,1
느낀다,Verb,7,1
느낀다는,Verb,8,1
느낄,Verb,6,1
느낄,Verb,10,1
느낄수,Verb,5,1
느낄수있다,Verb,9,1
느낌,Noun,3,1
느낌,Noun,5,2
느낌,Noun,6,4
느낌,Noun,7,2
느낌,Noun,8,6
느낌,Noun,9,5
느낌,Noun,10,7
느낌이네요,Verb,1,1
느낌있다,Verb,10,1
느려,Adjective,10,1
느리고,Adjective,5,1
느리다는,Adjective,10,2
느리지,Adjective,10,1
느릿느릿,Noun,6,1
느릿느릿,Noun,8,1
느릿느릿,Noun,10,1
느슨하지,Adjective,10,1
느슨한,Adjective,6,1
는,Foreign,8,1
는,Josa,1,17
는,Josa,2,1
는,Josa,3,6
는,Josa,4,5
는,Josa,5,10
는,Josa,6,13
는,Josa,7,26
는,Josa,8,46
는,Josa,9,25
는,Josa,10,140
는,Verb,7,2
는,Verb,8,1
는,Verb,9,1
는,Verb,10,6
는걸,Noun,7,1
는걸,Noun,8,1
는걸,Noun,10,1
는다,Verb,9,1
는다,Verb,10,1
는데,Verb,1,1
는데,Verb,3,1
는데,Verb,6,1
는데,Verb,10,5
늘린,Verb,8,1
늘릴래,Verb,1,1
늘어지는,Verb,9,1
능가,Noun,7,1
능가,Noun,9,2
능가,Noun,10,10
늦게,Verb,8,1
늦은,Verb,6,1
늦은,Verb,9,1
늦추면,Verb,10,1
늦출수,Verb,10,4
니,Josa,3,3
니,Josa,5,2
니,Josa,6,2
니,Josa,8,2
니,Josa,10,2
니,Modifier,9,1
니,Noun,1,1
니,Noun,10,3
니까,Josa,1,1
니까,Josa,4,1
니까,Josa,6,1
니까,Josa,8,1
니까,Josa,10,4
니콜,Noun,1,2
니콜,Noun,3,1
니콜,Noun,7,2
니콜,Noun,10,4
님,Noun,10,3
님,Suffix,5,1
님,Suffix,7,1
님,Suffix,10,1
다,Adverb,1,6
다,Adverb,3,1
다,Adverb,4,3
다,Adverb,5,1
다,Adverb,6,1
다,Adverb,7,9
다,Adverb,8,10
다,Adverb,9,10
다,Adverb,10,42
다,Josa,1,4
다,Josa,3,4
다,Josa,4,2
다,Josa,5,1
다,Josa,6,4
다,Josa,7,4
다,Josa,8,10
다,Josa,9,11
다,Josa,10,43
다,Noun,10,1
다가,Noun,1,2
다가,Noun,10,1
다가왔고,Verb,7,1
다그,Noun,9,1
다기,Noun,7,1
다기,Noun,8,1
다날,Noun,9,1
다녀서,Verb,10,1
다는,Verb,10,1
다는건,Verb,10,1
다니고,Verb,8,1
다니네,Verb,8,1
다니는,Verb,9,1
다니는,Verb,10,2
다니는게,Verb,8,1
다닌다는,Verb,8,1
다루기엔,Verb,8,1
다루었던,Verb,10,1
다르게,Adjective,7,1
다르게,Adjective,9,1
다르군요,Adjective,10,1
다르다,Adjective,10,2
다르지만,Adjective,8,1
다른,Modifier,3,1
다른,Modifier,7,1
다른,Modifier,9,1
다른,Modifier,10,7
다른,Noun,5,2
다른,Noun,6,3
다른,Noun,7,3
다른,Noun,8,3
다른,Noun,9,7
다른,Noun,10,17
다른거,Adjective,2,1
다른거,Adjective,10,2
다른건,Adjective,10,1
다른것,Adjective,10,1
다를게,Adjective,5,1
다를게,Adjective,7,1
다리,Noun,10,1
다만,Noun,9,2
다만,Noun,10,1
다분한,Adjective,8,1
다섯,Determiner,10,1
다섯,Noun,1,1
다섯손가락,Noun,10,1
다세포,Noun,1,1
다소,Noun,4,1
다소,Noun,7,3
다시,Noun,1,1
다시,Noun,5,1
다시,Noun,6,1
다시,Noun,7,2
다시,Noun,8,4
다시,Noun,9,9
다시,Noun,10,25
다시는,Verb,10,1
다양한,Adjective,8,1
다양한,Adjective,9,1
다양한,Adjective,10,1
다운,Noun,3,1
다운,Noun,5,1
다운,Noun,8,1
다운,Noun,9,2
다운,Noun,10,3
다음,Noun,1,1
다음,Noun,8,1
다음,Noun,9,1
다음,Noun,10,4
다이나믹,Noun,10,1
다쳐도,Verb,8,1
다코다,Noun,5,1
다해,Noun,1,1
다행,Noun,8,1
닥쳐서,Verb,10,1
닥치고,Noun,10,2
단,Modifier,10,1
단거리,Noun,9,1
단독,Noun,10,2
단발,Noun,10,1
단발머리,Noun,10,1
단번,Noun,10,1
단비,Noun,9,1
단순,Noun,7,1
단순하고,Adjective,7,1
단순한,Adjective,9,1
단순한,Adjective,10,2
단순히,Adjective,10,1
단언컨대,Noun,10,1
단연,Noun,7,1
단연,Noun,8,2
단연,Noun,9,4
단연,Noun,10,26
단점,Noun,8,1
단점,Noun,9,3
단점,Noun,10,1
단지,Noun,6,1
단지,Noun,8,1
단지,Noun,9,2
단추,Noun,7,1
닫으며,Verb,7,1
달,Noun,7,1
달,Noun,10,1
달까,Verb,9,1
달까,Verb,10,1
달라,Noun,3,1
달랑,Noun,1,1
달러,Noun,10,1
달려,Verb,9,2
달려,Verb,10,1
달려간다,Verb,8,1
달려드냐,Verb,6,1
달려드니까,Verb,10,1
달려라,Verb,7,1
달려라,Verb,9,1
달려야,Verb,10,1
달려오는,Verb,9,1
달려오는,Verb,10,1
달려오는거,Verb,5,1
달려오는게,Verb,9,1
달려오던,Verb,9,1
달려올,Verb,8,1
달리,Noun,9,2
달리,Noun,10,4
달리기,Noun,3,1
달리기,Noun,7,1
달리기,Noun,8,1
달리는,Verb,7,1
달리는,Verb,8,1
달리는,Verb,10,4
달린,Verb,2,1
달린다,Noun,6,1
달린다,Noun,8,1
달린다,Noun,9,1
달았다,Verb,9,1
달후,Noun,10,1
닭살,Noun,8,1
담,Noun,9,1
담겨,Verb,9,1
담아,Verb,10,1
담으려는,Verb,10,1
답,Noun,8,1
답,Noun,10,2
답답,Noun,5,2
답답,Noun,10,1
답답하고,Adjective,1,1
답답하고,Adjective,6,1
답답하냐,Adjective,7,1
답답하네,Adjective,4,1
답답하지,Adjective,10,1
답답한,Adjective,7,1
답답한,Adjective,8,1
답답함,Adjective,1,1
답답함,Adjective,9,1
답답함은,Adjective,7,1
답답함을,Adjective,6,1
답답해하는게,Adjective,10,1
답답했음,Adjective,8,1
답습,Noun,10,1
당,Modifier,10,3
당,Noun,10,1
당,Suffix,10,1
당근,Noun,10,1
당당하게,Adjective,9,1
당당하게,Adjective,10,1
당시,Noun,6,1
당시,Noun,8,3
당시,Noun,9,2
당시,Noun,10,10
당신,Noun,8,1
당연한,Adjective,10,2
당연히,Adjective,10,2
당하는게,Adjective,8,1
당하는데,Adjective,3,1
당하자,Adjective,7,1
당한다는게,Adjective,8,1
당할,Adjective,10,1
당황,Noun,10,1
닼,Noun,10,1
닿고,Verb,7,1
닿는,Verb,5,1
대,Foreign,1,1
대,Foreign,10,1
대,Modifier,1,2
대,Modifier,6,1
대,Modifier,7,1
대,Modifier,8,2
대,Modifier,9,3
대,Modifier,10,6
대,Suffix,1,2
대,Suffix,8,2
대,Suffix,10,5
대,Verb,7,1
대,Verb,9,1
대,Verb,10,2
대감,Noun,10,1
대고,Noun,1,1
대규모,Noun,10,1
대낮,Noun,10,1
대는,Verb,3,1
대는,Verb,10,1
대단하고,Adjective,10,1
대단하네요,Adjective,10,1
대단하다,Adjective,9,1
대단하다,Adjective,10,1
대단한,Adjective,7,2
대단한,Adjective,10,3
대단함,Adjective,10,1
대단합니다,Adjective,10,1
대단히,Adjective,7,1
대단히,Adjective,10,1
대담함을,Adjective,8,1
대로,Josa,5,2
대로,Josa,7,2
대로,Josa,8,1
대로,Josa,9,2
대로,Josa,10,1
대로,Noun,5,1
대로,Noun,10,1
대립,Noun,7,1
대만,Noun,10,1
대박,Noun,9,1
대박,Noun,10,14
대부,Noun,10,3
대부격,Noun,10,1
대부분,Noun,10,1
대뷔작,Noun,8,1
대사,Noun,5,1
대사,Noun,10,2
대서,Noun,2,1
대서,Noun,8,1
대세,Noun,7,1
대신,Noun,8,1
대신,Noun,10,1
대안,Noun,9,3
대안,Noun,10,1
대요,Noun,10,1
대의,Foreign,9,1
대의,Noun,1,1
대의,Noun,10,1
대작,Noun,1,1
대작,Noun,7,1
대작,Noun,8,1
대작,Noun,10,7
대장,Noun,8,1
대중,Noun,9,1
대중,Noun,10,1
대중성,Noun,9,1
대지,Noun,10,1
대책,Noun,6,1
대처,Noun,1,1
대첩,Noun,9,1
대체,Noun,3,1
대체,Noun,9,2
대충,Noun,10,1
대판,Noun,10,1
대표,Noun,9,2
대표,Noun,10,3
대한,Noun,8,2
대한,Noun,10,2
대해,Noun,8,1
대해,Noun,9,1
대형,Noun,6,1
대형,Noun,9,1
대형,Noun,10,1
대화,Noun,8,1
댄다,Verb,9,1
댄스,Noun,7,1
댈거면,Verb,9,1
댐,Noun,10,1
댓글,Noun,7,1
댕겨,Noun,9,1
댕겨,Noun,10,1
댕기,Noun,1,1
댕기,Noun,3,1
댕기,Noun,8,1
댕기,Noun,10,2
더,Noun,1,7
더,Noun,2,1
더,Noun,3,1
더,Noun,4,1
더,Noun,6,5
더,Noun,7,1
더,Noun,8,6
더,Noun,9,14
더,Noun,10,34
더넘어서안봤는데,Foreign,10,1
더더,Noun,2,4
더라면,Adjective,8,1
더러,Noun,8,1
더러운데,Adjective,7,1
더러워야해,Adjective,8,1
더러웠던,Adjective,8,1
더럽다는것,Adjective,6,1
더럽히지,Verb,9,1
더미,Noun,10,1
더불어,Verb,7,1
더불어,Verb,8,1
더불어,Verb,10,8
더욱,Noun,8,2
더욱,Noun,10,1
더운,Adjective,9,1
더위,Noun,8,1
더있더군요,Adjective,8,1
더한,Adjective,10,1
더할말이있나,Adjective,10,1
덕,Noun,7,1
덕,Noun,10,1
덕분,Noun,10,1
덕지덕지,Noun,10,1
던,Noun,8,1
던,Noun,10,1
던데,Noun,6,1
던지는,Verb,9,1
던지는,Verb,10,1
던피,Noun,10,1
덜,Noun,9,3
덜덜,Noun,9,4
덜은,Verb,10,1
덜하다,Adjective,8,1
덤벼,Noun,10,1
덥,Adjective,8,1
덩어리,Noun,10,1
덮,Verb,1,2
덮은,Verb,9,1
데,Noun,5,1
데,Noun,6,3
데,Noun,8,2
데,Noun,9,1
데,Noun,10,6
데드,Noun,8,1
데드,Noun,9,1
데드,Noun,10,6
데려오겠다고,Verb,9,1
데리,Noun,6,1
데리러,Verb,9,1
데박임,Noun,10,1
데뷔,Noun,9,1
데뷔,Noun,10,3
데스노트,Noun,10,1
데스티네이션,Noun,10,1
데요,Eomi,9,1
데이,Noun,8,1
데일,Noun,10,1
뎅,Noun,6,1
뎅,Noun,10,2
뎈,Noun,8,1
도,Foreign,8,1
도,Foreign,9,1
도,Foreign,10,2
도,Josa,1,15
도,Josa,2,1
도,Josa,3,6
도,Josa,4,2
도,Josa,5,7
도,Josa,6,13
도,Josa,7,15
도,Josa,8,25
도,Josa,9,19
도,Josa,10,67
도,Noun,8,1
도,Noun,10,10
도감,Noun,8,1
도감,Noun,10,1
도구,Noun,9,1
도구,Noun,10,1
도나,Noun,7,1
도대체,Noun,1,1
도대체,Noun,6,1
도대체,Noun,8,1
도대체,Noun,10,1
도마,Noun,10,1
도망,Noun,10,2
도망쳐,Verb,10,1
도망칠,Verb,9,1
도시,Noun,9,1
도시,Noun,10,1
도아,Noun,1,1
도에,Foreign,10,2
도움,Noun,1,1
도움,Noun,8,1
도의,Noun,10,1
도입,Noun,9,1
도입,Noun,10,1
도작이였구나,Foreign,9,1
도저히,Noun,1,2
도전,Noun,7,1
도주씬,Noun,7,1
도중,Noun,8,1
도착,Noun,7,1
도통,Noun,5,1
독보,Noun,10,1
독약,Noun,4,1
독창,Noun,9,1
독창,Noun,10,1
독특,Noun,10,1
독특하지만,Adjective,8,1
독특한,Adjective,10,1
돈,Noun,1,2
돈,Noun,2,1
돈,Noun,3,1
돈,Noun,10,1
돋는다,Verb,8,1
돋보였다,Verb,7,1
돋보이는,Verb,10,2
돋았고,Verb,10,1
돋았어,Verb,8,1
돌겟네,Verb,10,1
돌렸는데,Verb,10,1
돌리고,Verb,10,1
돌리니,Verb,10,1
돌릴,Verb,8,1
돌아오는,Verb,8,1
돌아온다,Verb,10,1
돌아와,Verb,9,1
돌이켜,Verb,7,1
동,Modifier,8,1
동,Modifier,10,1
동감,Noun,10,1
동기,Noun,10,1
동네,Noun,6,1
동등,Noun,10,1
동료,Noun,2,1
동료,Noun,4,1
동료,Noun,7,1
동료,Noun,8,1
동료,Noun,9,2
동물,Noun,7,1
동물,Noun,8,1
동물,Noun,10,1
동물보호,Noun,2,1
동물보호,Noun,7,1
동물보호,Noun,9,1
동생,Noun,10,1
동성애,Noun,7,1
동시,Noun,8,1
동시,Noun,9,1
동안,Noun,7,1
동안,Noun,10,1
동안의오프닝씬은,Foreign,10,1
돠,Noun,10,1
돼,Verb,8,1
돼,Verb,10,3
됀다면,Verb,10,1
됐는데,Verb,10,2
됐다,Verb,8,1
됐다,Verb,9,2
됐다,Verb,10,4
됐었죠,Verb,10,1
됐으면,Verb,9,1
됐을,Verb,7,1
됐지,Verb,10,1
됐지만,Verb,8,1
되,Verb,9,1
되가고있는데,Verb,10,1
되게,Adverb,7,1
되게,Adverb,10,1
되고,Verb,6,1
되고,Verb,8,3
되고,Verb,10,3
되고싶다,Verb,9,1
되나,Verb,10,1
되냐,Verb,8,1
되네요,Verb,1,1
되네요,Verb,8,1
되네요,Verb,10,1
되는,Verb,2,1
되는,Verb,3,1
되는,Verb,4,1
되는,Verb,6,2
되는,Verb,8,3
되는,Verb,9,4
되는,Verb,10,2
되는것에,Verb,10,1
되는것이다,Verb,4,1
되는게,Verb,7,1
되는다는게,Verb,9,1
되는데,Verb,9,1
되는데,Verb,10,2
되는듯,Verb,10,1
되는지,Verb,7,2
되다,Verb,8,1
되다니,Verb,9,1
되더니,Verb,10,1
되더라,Verb,6,1
되던데,Verb,10,1
되면,Verb,10,1
되면서,Verb,7,1
되서,Verb,3,1
되서,Verb,8,1
되서,Verb,10,1
되신,Verb,10,1
되야지,Verb,8,1
되어,Verb,9,1
되어가는데,Verb,10,1
되어야,Verb,10,1
되어있기에,Verb,10,1
되어있는게,Verb,6,1
되었고,Verb,8,1
되었고,Verb,10,1
되었구나,Verb,10,1
되었나,Verb,4,1
되었는지,Verb,6,1
되었다,Verb,9,1
되었지만,Verb,7,1
되있고,Verb,10,1
되지는,Verb,1,1
된,Verb,1,2
된,Verb,6,2
된,Verb,7,3
된,Verb,8,5
된,Verb,9,6
된,Verb,10,11
된것도,Verb,10,1
된다,Verb,2,1
된다,Verb,6,2
된다,Verb,7,2
된다,Verb,8,5
된다,Verb,10,7
된다고,Verb,8,1
된다는,Verb,6,2
된다는,Verb,10,1
된다면,Verb,8,1
된듯,Verb,10,1
된장,Noun,10,1
된지,Verb,9,1
될,Verb,1,1
될,Verb,7,2
될,Verb,8,1
될,Verb,10,4
될거,Verb,10,1
될것이다,Verb,8,1
될까,Verb,10,2
될듯,Verb,10,1
될수록,Verb,7,1
될수있을까,Verb,10,1
될줄은,Verb,10,1
될테니까,Verb,10,1
됨,Verb,4,1
됨,Verb,8,3
됨,Verb,9,1
됨,Verb,10,3
됩니까,Verb,10,1
됩니다,Verb,2,1
됩니다,Verb,8,1
됩니다,Verb,10,1
됬,Verb,10,1
됬는지,Verb,1,1
됬다,Verb,10,1
됬다고,Verb,8,1
됬음,Verb,10,1
됬죠,Verb,10,1
됬지만,Verb,10,1
두,Determiner,1,1
두,Determiner,3,1
두,Determiner,7,2
두,Determiner,9,4
두,Determiner,10,5
두,Josa,2,1
두,Josa,8,1
두,Josa,9,1
두,Noun,10,1
두고두고,Noun,10,1
두근거린다,Adjective,10,1
두근두근,Adverb,10,1
두려움,Noun,10,1
두려워진다,Adjective,10,1
두번째,Noun,8,1
두었다,Verb,10,1
둔,Verb,10,2
둘,Noun,3,1
둘,Noun,10,2
둘다,Verb,10,2
둘째,Noun,1,1
둘째,Noun,10,2
뒈진,Verb,9,1
뒤,Noun,4,1
뒤,Noun,5,2
뒤,Noun,6,1
뒤,Noun,8,2
뒤,Noun,9,3
뒤,Noun,10,3
뒤늦게,Adjective,10,1
뒤지질,Verb,3,1
뒷맛,Noun,10,1
드,Noun,7,1
드,Noun,8,1
드,Noun,10,3
드는,Verb,5,1
드는,Verb,6,1
드는,Verb,7,2
드는,Verb,8,2
드는,Verb,9,3
드는,Verb,10,2
드디어,Adverb,8,1
드디어,Adverb,10,1
드라마,Noun,1,1
드라마,Noun,6,1
드라마,Noun,8,1
드라마,Noun,9,1
드라마,Noun,10,3
드라이,Noun,10,1
드러난,Verb,10,1
드러워지는,Adjective,1,1
드려나,Verb,9,1
드려면,Verb,8,1
드렸던,Verb,10,1
드리고,Verb,10,1
드림,Noun,10,1
드문,Adjective,10,1
드물게,Adjective,9,1
드물게,Adjective,10,1
드물다,Adjective,9,1
드믄,Noun,10,1
든,Josa,7,2
든,Josa,8,3
든,Josa,10,9
든,Verb,10,1
든다,Verb,9,1
든다,Verb,10,2
든다는거야,Verb,1,1
들,Suffix,1,20
들,Suffix,2,9
들,Suffix,3,7
들,Suffix,4,6
들,Suffix,5,3
들,Suffix,6,19
들,Suffix,7,24
들,Suffix,8,39
들,Suffix,9,36
들,Suffix,10,101
들,Verb,7,3
들,Verb,10,2
들고,Verb,8,1
들고,Verb,10,1
들도,Verb,10,1
들리는가,Verb,10,1
들아,Verb,1,1
들아니냐,Verb,10,1
들어,Verb,7,1
들어,Verb,9,1
들어가는,Verb,10,2
들어가면,Verb,9,1
들어간,Verb,6,1
들어던지,Verb,10,1
들어서,Verb,5,1
들어서,Verb,8,1
들어오겠다,Verb,6,1
들어오고,Verb,8,1
들어오는,Verb,7,1
들어오더라,Verb,10,1
들어오지,Verb,1,1
들어온다는게,Verb,10,1
들었는데,Verb,10,1
들었다,Verb,6,2
들었다,Verb,8,2
들었다,Verb,9,1
들었어,Verb,9,1
들은,Verb,8,1
들의,Verb,1,1
들이,Verb,1,1
들이,Verb,8,1
들이,Verb,9,2
들이,Verb,10,3
들이게,Verb,10,1
들이라면,Verb,7,1
들인거야,Verb,8,1
들인건,Verb,10,1
듦,Verb,6,1
듬,Noun,6,1
듬,Noun,8,1
듬,Noun,9,1
듬,Noun,10,2
듯,Noun,5,3
듯,Noun,6,3
듯,Noun,7,5
듯,Noun,8,9
듯,Noun,9,7
듯,Noun,10,11
듯이,Noun,9,1
등,Noun,9,2
등,Noun,10,2
등급,Noun,8,1
등등,Noun,8,1
등등,Noun,9,1
등등,Noun,10,2
등장,Noun,2,1
등장,Noun,6,1
등장,Noun,8,2
등장,Noun,10,3
등장인물,Noun,6,1
등장인물,Noun,7,1
등장인물,Noun,9,1
디,Noun,10,2
디다,Noun,2,1
디딤돌,Noun,10,1
디바이드,Noun,3,1
디빅,Noun,1,1
디스,Noun,4,1
디졋,Noun,10,1
디테일,Noun,9,1
딧,Noun,7,1
따,Verb,8,1
따,Verb,10,8
따구,Verb,10,1
따귀,Noun,10,1
따라,Verb,7,1
따라,Verb,10,2
따라가,Verb,5,1
따라가는듯,Verb,5,1
따라올,Verb,10,1
따라올게,Verb,10,1
따라옴,Verb,5,1
따를,Verb,10,1
따분,Noun,5,1
따옴,Verb,10,1
따위,Noun,2,1
따윈,Noun,10,2
따져서,Verb,10,1
따지도,Verb,9,1
따지면,Verb,7,1
따지면,Verb,10,1
딱,Adverb,7,2
딱,Adverb,8,1
딱,Adverb,9,2
딱,Adverb,10,5
딱,Modifier,1,1
딱,Modifier,5,1
딱인,Adjective,10,1
딱좋은,Adjective,4,1
딱히,Adjective,5,1
딴,Verb,8,1
딴,Verb,10,1
딴데가서,Verb,9,1
딴지거는,Adjective,10,1
딸려서,Verb,4,1
땀,Noun,8,1
땀,Noun,9,1
땀,Noun,10,1
땀나게,Verb,8,1
땀남,Noun,10,1
땅,Noun,7,1
땅,Noun,10,2
때,Noun,1,2
때,Noun,5,3
때,Noun,6,1
때,Noun,7,8
때,Noun,8,11
때,Noun,9,8
때,Noun,10,37
때로는,Noun,8,2
때리고,Verb,4,1
때리고,Verb,8,1
때리고싶,Verb,8,1
때리고싶었음,Verb,5,1
때문,Noun,1,1
때문,Noun,2,1
때문,Noun,5,1
때문,Noun,7,3
때문,Noun,8,4
때문,Noun,9,5
때문,Noun,10,19
때우,Verb,7,1
때우기,Verb,6,1
때우기에도,Verb,9,1
때우기엔,Verb,8,1
때울,Verb,1,1
땐,Noun,1,2
땐,Noun,7,1
땐,Noun,9,1
땔,Noun,9,1
땔,Noun,10,1
땔수,Noun,10,1
땜,Noun,4,1
땜,Noun,8,3
땜,Noun,9,2
땜,Noun,10,2
떄,Noun,4,1
떄문,Noun,10,1
떠,Verb,3,1
떠나서,Verb,9,1
떠드는,Verb,1,1
떠리,Verb,10,1
떠오르는,Verb,10,2
떠오르지,Verb,9,1
떠오른,Verb,9,1
떡,Noun,10,1
떤,Verb,8,1
떨,Verb,5,1
떨고,Verb,9,1
떨리긴,Verb,6,1
떨리는,Verb,9,1
떨리며,Verb,9,1
떨린다,Verb,10,1
떨며,Verb,10,2
떨면서,Verb,9,1
떨면서,Verb,10,1
떨어졌다,Verb,9,1
떨어지나,Verb,8,1
떨어지나,Verb,9,1
떨어지는,Verb,6,1
떨어지는거,Verb,7,1
떨어지는게,Verb,8,1
떨어지는듯,Verb,7,1
떨어지지만,Verb,6,1
떨어지지만,Verb,7,1
떨어지지만,Verb,10,1
떨어진다,Verb,4,1
떨어진다,Verb,6,1
떨었던,Verb,8,1
떴다,Verb,10,1
떼,Noun,9,1
떼기,Verb,8,1
뗄,Verb,8,1
뗄,Verb,9,2
뗄,Verb,10,2
뗄수가,Verb,10,1
또,Noun,2,1
또,Noun,8,2
또,Noun,9,4
또,Noun,10,23
또는,Adverb,10,1
또보,Noun,10,1
또읍,Noun,10,1
또한,Noun,4,1
또한,Noun,10,1
똑같은,Adjective,6,1
똑같은,Adjective,10,1
똑같을수밖에,Adjective,5,1
똥,Noun,4,1
똥줄,Noun,9,1
뚝뚝,Noun,4,1
뚫리고,Verb,10,1
뚱땡이,Noun,9,1
뛰,Verb,6,1
뛰,Verb,9,2
뛰,Verb,10,1
뛰가다가,Verb,8,1
뛰고,Verb,1,1
뛰기,Verb,8,1
뛰긴,Verb,1,1
뛰는,Verb,1,1
뛰는,Verb,6,2
뛰는,Verb,7,1
뛰는,Verb,8,6
뛰는,Verb,9,2
뛰는,Verb,10,4
뛰는거다,Verb,10,1
뛰는것만,Verb,10,1
뛰니깐,Verb,10,1
뛰다,Verb,8,1
뛰던,Verb,10,1
뛰어,Verb,1,1
뛰어,Verb,3,1
뛰어,Verb,6,1
뛰어,Verb,8,3
